id	tweet	subtask_a	subtask_b	subtask_c
82192	 Just dont go to Bank of America unless you are ready to prove that you are citizen every time you want to get your money out of your account	NOT		
26050	 The UNHINGED REPUBLICAN PARTY I have a question why do you want the wall and not gun control in America when a illegal immigrant does something the UNHINGED REPUBLICAN PARTY talk about the wall but when a school shooting happens the UNHINGED REPUBLICAN PARTY is mute	OFF	TIN	IND
90444	 ACHTUNG  Its today vote now being question by Hungarian 	NOT		
58206	 Beto is a joke	OFF	TIN	IND
22371	 Everyone knows Brown is crazy	OFF	TIN	IND
50468	 She is seeing the world through her eyes u have to wonder what kind of life she has lead to be so hateful I feel sorry for her if we want to show our worth we should be compassionate not start a witch hunt when you do that you are part of the problem not the solution	NOT		
26572	 URL LOOK ST THIS BULLSHIT	OFF	TIN	IND
64082	 Antifa Rocker D	NOT		
33975	 How much you want to bet they spent these months staging this whole thing Then announce the week of the voting so they could call for a delay just like they did an hour ago Waiting to win in Nov to Stop it GET OUT TO VOTE conservatives MAGA	NOT		
46810	 URL its been widely reported this is just one source only those with a vested interest in the status quo would willfully ignore the issue	NOT		
39664	 How very white male republican of you maga	NOT		
25365	 Same here You got a follow Great talk on my way home from work Time to be the vampire and sleep during the day	NOT		
83029	 Now do gun control	NOT		
37231	 Oh my god	NOT		
45822	 You are way to good at this	NOT		
62792	 You mean like gun control policies to try to reduce school shootings Or just ones that you like	NOT		
21791	 How Because theyve been brainwashed by Obama and the media and theyre full of hate for conservatives	OFF	TIN	IND
54430	 Funny So then why do democrats and mainstream media figures see don lemon defend Antifa	NOT		
98723	President Trumps order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to DrainTheSwamp BREAKING FISADocs Declassified DeepStateCorruption politics MAGA	NOT		
26918	 what happened to your kids  how are they still alive you are a backstabber and a fraud	OFF	TIN	IND
36835	 Ill bet if award shows trash Christians and conservatives even more their ratings will really bounce back	NOT		
94723	 Case and point society through mind manipulation is causing people to do horrendous things hurting weaker creatures is a sign of a deeply troubled individual but yet the left focuses more on gun control than on getting to the core of the mental health of the people	NOT		
87510	 simply cannot accept failure Former President Harry Truman he is not Trump will always look to blame others	NOT		
60490	 Like unemployed LibLeft Antifa SJW parent basement dwellers	NOT		
27052	 Personally I prefer my antifascism in the form of a nonNewtonian fluid Oobleck antifa	NOT		
54252	 was on  a brutal match after long time Jeff lost was unexpected Hope he is fine after the fall wwe HIAC	NOT		
33013	 Deplorables are resolved to MAGA URL	NOT		
46725	 Fuck this  He acted like The father of the girl killed at Parkland was a bug Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 	OFF	TIN	GRP
75988	 hes obviously a bitch	OFF	TIN	IND
79883	 The are currently polling  Chuka Khan will lose London to the Tories at next mayoral election But thats the aim of the Blairite cosplaying Tories Keep the Conservatives in power stop any real alternative to the Financial services nd British Empire gaining power URL	NOT		
66467	 I just know my family lives out west Hard core conservatives They love Bernier All their friends love him That is going to split the party Alberta is huge PC block Not my politics but you cant choose family 	NOT		
47391	 Pretty much You dont even have to say anythingjust wear a MAGA hat	NOT		
58203	 You are so correct the Democratic party for slavery and pronazi gun control	OFF	TIN	OTH
86961	 Also he supports antifa	NOT		
95349	 Just another tool in my toolbox Its an inanimate object unless I animate it Its not gun control we need its mental health control URL	NOT		
35572	 So you are content to let the government control your life	NOT		
82128	 Loool   you are playing waaaay too rough here  I cant stop  laughing  thankyou	NOT		
62240	 Looks like he is in the middle of shitting his pants Must have ate one booger too many	OFF	TIN	IND
72278	 WeThePeople do not want any gun control legislation It is against the Constitution	NOT		
39007	 She is watches her move around so little to	NOT		
27372	 To the view all the persons involves in the show please you are better than this to have self promoting stripper on with her lawyer please dont lower your standards 	NOT		
95370	 Exactly lol but smelling good is a must for me Now if he get a NEW cologne then we talkin	NOT		
50543	 As clear as the mud UKGov are dumping off Swansea Corbyn offers no solutions amp no answers  being noncommittal on everything amp hoping not being the conservatives will get him elected Westminster politics amp government have degenerated so much its no longer fit for purpose	OFF	TIN	OTH
22624	 Conspiracy theories abound	NOT		
45196	 Youre right They seemed pretty tuned into your conspiracy with Russia MAGA TrumpLies	NOT		
28698	 Dont understand your logic Anyways this is going nowhere This to me is not acceptable Maybe you are ok with it URL	OFF	TIN	IND
56736	 Oh yeah do you Trust me give it  weeks and you will be begging for Jameis Fitzmagic turns fitztragic QUICK Im a jets fan take my word and thebills word he is fools gold	NOT		
99416	 I know So upsetting 	OFF	TIN	IND
26764	 Love her she is beautiful  	NOT		
96002	 You still have not addressed your solution to make schools saferyou just preach more gun controlwhat are your solutions	OFF	TIN	IND
37565	 Investigation reveals it is highly probable it is an ISIS attack Worst case scenario a joint ISISAntifa attack	OFF	TIN	OTH
97494	  Did you know that if you are awesome enough to get a Cherry Cola tattoo youre entitled to a drink on the house at Cherrys for life  URL	NOT		
61734	 How about yours Chaplain Liberals are fools	OFF	TIN	GRP
46945	 And again you are proving your a dog	OFF	TIN	IND
14201	President Trumps economy is the rising tide that is lifting all boats This is especially true for Hispanics who were among the biggest victims of the lowgrowth highregulation economy under Obama Hispanics flourishing in Trump economy URL VoteRed MAGA	NOT		
94640	 Whats that GIF called	NOT		
86299	 You are so beautiful	NOT		
70914	 Also he is not even ACCUSED of rape	NOT		
15636	 just read that flaming pile of garbage you wrote and the National Review calls an article Why are liberals losing their minds when the President is being investigated for collusion with a foreign government Why is he nominating ANYONE for a Supreme Court appt	OFF	TIN	IND
13063	 think its disgusting more money is being spent in my opinion they need to look closer to home wear she is	NOT		
41102	 Antifa constantly lies and URL	NOT		
30282	 He is irrelevant	NOT		
22977	 happyHappy birthday Missy URL	NOT		
54968	 Awewww u falling for back up after blocking people  end of days my man their all going down this is day one give me a month and we will strip the fascist antifa and mugs like you of all secrecy	NOT		
92389	 I feel her emotion and almost cry when watch her saying in this film for nd time She is strong	NOT		
89118	 They are both governmental issues This lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions I said if she is really pro life then stop supporting the taxes that help Israel kill Palestinians Kills school children	OFF	UNT	
87533	 She is the reason Im getting my life together lol	NOT		
69311	 She is correct Corbyn and McDonald would be just like the old GLC under J Mc	NOT		
65393	 Remember him defending Antifa I member	NOT		
91999	amp until now my granny is still kinda mean at times shes a very nice person tbh but a bit mean ummm maybe thats how she is	NOT		
57252	 That food you made was so mf good THANK YOU  lol	NOT		
24376	 Disgusting of the Dallas PD to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is  in the wrong	OFF	TIN	IND
70917	 Oh please EVERY network is reporting this This is bullshit obviously but stop pretending its just fox Your political bigotry is showing	OFF	TIN	OTH
78063	 Antifa I guess	NOT		
51190	 Now thats what I call gun control 	NOT		
31104	 Im tired off that piss poor excuse from conservatives which is pretty much synonymous with bigot nowadays Its not fear they feel its shame The same shame all hypocrites feel	NOT		
80841	 I was thinking  from antifa n  from the nazi type ideology Wont argue though	NOT		
10669	 A few steps to pivot away from China  TPP TRUMP Pacific Partnership  Tell US companies to offshore to other countries  Ban products from China that include stolen Intellectual Property  No disclosing IP to do business in China MAGA 	NOT		
41379	 Those idiots are fringe right They are hated by most conservatives	OFF	TIN	GRP
77156	 Be careful you know the terrorist arm of the antifa is going to show up an try something	NOT		
86104	 Hey Mary did you see this on your profile followed by no one you know Twitter trying to keep conservatives from connecting StopTheBias URL	NOT		
93063	 bitch what do you mean Get It by Pristin no	OFF	TIN	IND
81689	 You Cut it early or you would have heard their complaints Smh	NOT		
14621	gtgtgtgtSimcoe mountain range she is Bruin  BUSTINGBearDown hunting URL	NOT		
80828	 Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere	NOT		
66761	SadiqKhant says me must remember children in WarZones Does this include London Mr Mayor Your balloon had more substance than you MayorOfLondon MAGA MBGA MEGA MCGA Conservatives Patriots URL	NOT		
36174	 You are so welcome I know I just speak what every one is thinking Its a good meeting place for us all 	NOT		
33301	 Its amusing and sickening to watch these scientists twist themselves into knots to justify their gun control agenda gunsense is dishonest through and through	OFF	TIN	IND
77792	 It is a cult I pointed that out to my brother He has over  FB followers who love to talk hate and bash liberals I referred to them as his rightwing cult	NOT		
11580	 Shes brilliant You are not	NOT		
64878	 Fake News is term used RATHER than the word DECEPTION MAGA WalkAway RedTsunami	NOT		
51484	 She is 	NOT		
38062	 Most epic moment in  sentences GRAAAWRL WYVERN FOR BREAKFAST GUYS YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL	OFF	TIN	IND
57695	 Liberals are trying to destroy all conservative men Time to criminally charge and jail these liars that try to destroy a man	OFF	TIN	GRP
25679	 You do remember  weeks ago the coach for the Maryland terps football squad Im sure his parents thought the same thing coach was a Capricorn you Dick head You are in competent Stephen a Smith	NOT		
35240	 henry is so fucking great and was def my sickkidsinlove inspo and i love him and his death is a PROBLEM	OFF	TIN	IND
21970	Judicial Watch Sues for Records of FBI  Interviews with Demoted Justice Department Official Bruce Ohr URL TCOT MAGA RedNationRising	OFF	TIN	OTH
46263	 He is a lying stack of shit too	OFF	TIN	IND
87125	Fighting the lies with one letter Q QAnon QArmy MAGA WeThePeople followthewhiterabbit WWGWGA SpyGate RedWaveRising EnoughIsEnough WalkAway propaganda URL	NOT		
52937	 I cant cuz that nigga retarded smh	OFF	TIN	GRP
10744	 Id point out he is an Australian and we dont have free speech like in the US And we do have hate speech laws which people have been convicted under This is skirts it enough to hint and point out but room to deny	OFF	TIN	OTH
24418	 Another example of the when they go low we go high lying liberals Conservatives are experts at enduring their escapades and voting the right person in anyway This is so predictable now its like a dance	NOT		
90329	 da na na na you found joshs sex life	NOT		
27207	 Amazing that the Dems are always the ones who hear the whistle	OFF	TIN	IND
75217	 Cuz hes coming you bruh 	NOT		
61587	 uhh He is so cute I dont know what it is about a strong mans man I luv Lol Especially that can fight I guess bc I had to grow up being able to hold mines being so short to the point you dont have to worry about fighting anymore	NOT		
71406	 The black helmets would have been hotter	NOT		
37577	 can go straight the crapper Ill never support another team again	OFF	TIN	OTH
11834	 He is so cute	NOT		
73817	 He is always looking out	NOT		
11725	 I hear he is having an MEI on his knee due to the pressure exerted Lol	NOT		
31237	 I bet more gun control is your answer	NOT		
46591	 And Trump fans are bullies Antifa  Steve Scalise  Resists Movement  You need to get off CNN and MSNBC	OFF	TIN	GRP
80181	 And the last one when she is with herself The truest personality	NOT		
76282	 Sure  but lots of folk arent actually liberals but do want a sensible ToryLabour party to vote for Theyre not well served by our political system atm	NOT		
11892	 Thank you first lady for your service to the USA and putting up with the vile liberal hoard everyday You are a true patriot MAGA	NOT		
38296	 Documents must be getting close to this crook	OFF	TIN	IND
55028	 He should be removed with the rest of the islamic invaders	OFF	TIN	GRP
94937	 Following all 	NOT		
35790	 Now we just need antifa outside when they confirm kavanaugh	NOT		
34430	 Im expecting a video from 	NOT		
50938	 You are a bitter hateful woman who is ruining herself URL	OFF	TIN	IND
13574	 Democrats want more gun control I say go to the range and practice you will get better  NRA maga URL	NOT		
15882	 What color is the sky in your world Ive never seen a group of people so utterly delusional amp in denial as liberals since Trump won You guys need to just get over it And sorry There simply was no Russiacollusion LiberalismIsAMentalDisorder FISAGate Deepstateisreal	NOT		
29114	 God I hope not	NOT		
65486	 Especially after liberals were found buying and bribing for a no vote in kavanaugh	NOT		
73145	 I love both of u but more jennifer as she is my first crush and love	NOT		
75692	 God speed Bandit URL	NOT		
82120	 His paycheck will hurt her feelings	NOT		
62090	 I would say you have a serious case of bias Have you seen the handiwork of ANTIFA  Have you seen the Dems like Maxine Waters calling for Trump officials to be harassed then laughing about it I could go on Are you kidding me	NOT		
81844	 Portugal fluked their way through  penalty shoot outs and CR didnt play the final	NOT		
21084	 Got to love the future of the democratic party though	NOT		
49166	 Thank you President Trump MAGA 	NOT		
43774	 Not here  MAGA  WWGWGA 	NOT		
83049	 Gun control and divorce though	NOT		
10958	 And we met him in the Rain omg he is such an amazing person	NOT		
17601	 I trust him a lot more than the armchair quarterbacks on Twitter He makes mistakes because he is human But he is one of the five best managers in the game today	NOT		
29507	 he is on the island dummy	NOT		
29351	 Illinois strict ass gun control lets only the thugs and gang bangers have the guns which means a lot more violence	OFF	UNT	
82648	 Right Total OCD right there lol Yeahtotally gonna floss that sucker off	OFF	TIN	IND
22801	 Gday Monique your son is very handsome I guess he is going to follow Moms foot steps and become a Forest Pathologist lol 	NOT		
78146	 WHAT Are you forgetting Steve Scalise being shot by a left wing nut job the pillars of society known as ANTIFA who beat ppl with chains and destroy property ur defunk speaker Maxine Waters calling for chaos Etc only  chars Watch something beside amp learn truth	NOT		
58583	MichaelChe THIS GUY thunks only White Repubs amp crackheads Thank Jesus Guess you dont like Christians money do you buddy Good luck Mike trying to have a lavish style off the backs of liberals  URL 	NOT		
57303	 Another falsehood I dont think anyone wants to abolish the nd Amendment A growing majority want sensible gun control in the form of better background checks and the banning of assault rifles Trump will say and do anything to rile his base More snake oil	OFF	TIN	IND
56548	 Congratulations to our Great American President We will be doing great things together MAGA IQ WWGWGA	NOT		
89454	 God help us	NOT		
10424	 Really Its been the Dems that have been behind all violence from mass murderers to confrontations to antifa Wake up	NOT		
96462	 Good news I hope their advertisers are getting free ad space	NOT		
66127	 Thats it throw race into it again Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations The Liberal Democrats rallied around him Liberals are the most disgusting disgraceful human beings that God created	OFF	TIN	GRP
91323	 You meant to say for yourself Now is it time to talk about gun control	NOT		
69501	 Ask him what hes protesting Certain it will be a convoluted answer	NOT		
68143	 Get that boy a pie Stat	NOT		
52720	Kanye been cancel the moment he said slavery a choice and rock a maga hat ImWithSnoop	OFF	UNT	
12182	 You are sick in the head This man lost his daughter	OFF	TIN	IND
17969	Conservatives left frustrated as Congress passes big spending bills tcot URL	NOT		
37378	LeviStrauss CEO takes a side on gun control Its inevitable that were going to alienate some consumers URL URL	NOT		
48988	 Fuck if I fry with no money imagine if there was	OFF	UNT	
31419	 I wonder if the Liberals realize how much the jihadis despise them Probably not	NOT		
44848	 Aj nahin to kal tum ko bi marna hy you are bad thinking	NOT		
86554	 Playing dirty is the only way liberals can win at this point They are shameless	OFF	TIN	GRP
70368	 I cant believe he didnt work in comet pizza Now that Alex Jones is muted these conservatives are so lost	OFF	TIN	GRP
58773	 This is rich coming from the spokesperson of an organization that blocks EVERY commonsense gun control bill EVERY ONE	NOT		
30844	 One thing is for surewe know she didnt write the oped as she is dumber than a bucket of rocks	OFF	TIN	IND
68563	 She is very cute so she can get away with this	NOT		
66075	 I would love to see how those circles would align with prolife people who are against gun control and affordable health care cognitivedissonance	NOT		
39112	 Thats why he is a billionaire and youre notsorry Romeo your words dont add up	NOT		
75880	 Frenkenstien needs to pay every dime backshe has stolen from the American people She is a disgrace to the Senate and the people	OFF	TIN	IND
85273	 What a joke	NOT		
98564	MRU in the media  Liberal MP crosses floor to join conservatives via CdnPoli URL	NOT		
53051	 Once again if you look at the timeline the only ones who are so proud of her is liberal or white liberals Like I tell my Hispanic community when you see liberals offended for minorities becareful these people are not your friend	NOT		
45021	 you are the Mexican Venus	NOT		
90047	 on a scale from  to  how much did you laugh to There is no excuse besides that he is just plain shit 	OFF	TIN	IND
31636	John Kerry Should be Made to Answer for His Meetings in Iran URL TCOT MAGA RedNationRising	NOT		
90829	 The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of Antifa far left liberals and their gods in the DeepStatePanic Take a look at Newsweeks circulation they dont even have enough readers to put out a print edition anymore	OFF	TIN	GRP
19306	 I let it go when you said We can take away their ammo when talking about gun control I said maybe she just blurted that out didnt mean it But you are proving to be a leftist Thats fine I can still like you but I dont TRUST you anymore	OFF	TIN	OTH
40903	 Then what is gun control	NOT		
56160	 doing pretty good hope you are well my friend tough season for both teams but it happens	NOT		
78616	 So you are defending antifa Is that your stance	NOT		
28398	 Remember when republicans destroyed Merrill Garlands career NO neither do I Only Dems  liberals can not tolerate views they disagree with ANTIFAgreat example	NOT		
64013	 How about he start some get informed classes for his uninformed players	NOT		
84951	 Heres a pic then  Now not so much Plus Nike Then  Now not so much URL	NOT		
26748	 Hes a liar	OFF	TIN	IND
32723	 A blue wave of hysterical violence BlueWaveofViolence	NOT		
75696	 Hollywood and media make jokes about Jesus and Christians and think thats hilarious but turn every innocent joke conservatives tell in to an outrage Typical of reprobates	OFF	TIN	OTH
68560	 Would you resign with the boys Just curious and honest question have you gained any perspective of why yall parted ways Being serious cuz you are a BAD positive receiver	NOT		
95527	 Legit just LOLd Shit is funny asf	OFF	UNT	
49936	 People still trying to use the altright tag as a blanket statement on people that are in NO WAY associated with altright Another reminder The PBs exist because of the violent antifa Yet antifa has MANY accounts on Twitter	NOT		
74528	 Then well be talking about gun control 	NOT		
81395	 BETO running HARD left  open borders  aggressive gun control  socialise medicine  raising taxes Dem turnout up  in primarys k to  mil and is outraising Cruz Though Texas had m REP turnoutmust show up and vote in November Dont assume your neighbor will do it	NOT		
78409	 Thank you for letting us know how you are	NOT		
94985	 when it comes to gun control in order to make all of America happy remove all gun list from conservatives Then take all the guns from card toting Democrats that way everybody is happy Everybody is safe	NOT		
38773	 CoughNicky Haley	NOT		
32451	 Fuck yeah	OFF	UNT	
33811	 Wasnt the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go	NOT		
69452	 You are certainly one amazing hot gorgeous stunning sexy flawless woman Wow	NOT		
71510	 Hes probably referring to the fact that we started with Henderson whos is apparently shit and Sturridge who was apparently finished years ago I mean like how could we possibly win with those two on the field 	OFF	TIN	OTH
80776	 You are lying again The public doesnt trust you anymore	OFF	TIN	IND
28403	 Either she is misinformed or has no shame Im going with she has no shame	OFF	TIN	IND
29297	 Another overdose nigga	OFF	TIN	IND
94378	 At least your tombstone will have few letters  RIPMampM	NOT		
16030	 An airplane you sayno woman falls in love with you when you are a trek star	NOT		
11275	 as Libertarian all this shows me is how ugly and divisive the two party system is Liberals are actually a lot uglier All straight men need to leave the Democratic party A party of men hatred Leave	OFF	TIN	GRP
63287	 Great book by Leo Zagami Pope Francis the Last Pope details the breathtaking corruption and evil forces that have been controlling the Vatican for decades	OFF	TIN	IND
91969	 I hate him im so fucking sorry	OFF	UNT	
22174	 I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers I grew up in those times I was against the war but knew Fonda had gone too far and was wrong I supported those who burned their draft cards AND those who served	OFF	TIN	IND
16577	 Myyy nigga 	OFF	TIN	GRP
83637	 He is saaaaaaadd  URL	NOT		
12695	 Lindsey Sean Hannity talks to an echo chamber simply to hear himself He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience He really is a laughable fool for Trump	OFF	TIN	IND
67651	 So basically you are now preaching what they religious end of world people have been doing Congrats	NOT		
93111	 There is a fullblown coup detat going on between the Deep State and the Liberals for everything they can do to try and get Trump out of power and its absolutely ridiculous and should be against the law	NOT		
23573	 Come on you can do better This has nothing to do with your Agents Any subscriber with cash can sell or buy cash at whatever rate You are just a conduit Its the Law of Demand and Supply at play	NOT		
10590	 Looks like the Democrats are on the right side of history Conservatives are always wrong Prove otherwise upper east side Buck Have you ever eaten in an Applebees	NOT		
80374	 because what every lie you are telling if it happened when you were children the guy is a man and I clearly dont believe shit like that happened Its just another stall tactic by the liberals	OFF	TIN	OTH
95631	 Me thinks youre full of shit	OFF	TIN	IND
63826	 A political novice has outshined all of you corrupt establishment politicians We voted for him because he cant be bought Soros can afford it	NOT		
30611	 and you need to find this lady Do your thing She is a terrorist waiting to strike URL	OFF	TIN	IND
56910	 And as white as antifa the ones youve seen	NOT		
11041	RSSReachesOut Now its open to everyone who really is intolerant Shame on these Psuedo liberals	OFF	TIN	OTH
28065	 Good luck to you	NOT		
17860	 Whose twitter interest start with food is he even worthy of responding unless he is a Professor of Nutrition or Food Technology	NOT		
74400	 If this yutz was any dumber shed have to be watered twice a week	OFF	TIN	IND
35372	 Hey The Valley Guy  Thanks for the comment  your right on the mark  Just hope the Liberals amp get serious about Reversing Global Warming amp Climate Change  Get with the real issue of Saving our Planet amp Life Itself  Note 	NOT		
59326	Hollywood is filled with Satanists and Pedos you have the nerve to Mock Jesus and Conservatives See you lowlifes on the unemployment line URL	OFF	TIN	GRP
36668	 WhyRWPreachesRacism RWLuciferianCult I keep saying and its not simply rhetoric These people are not by ANY Bible definition CHRISTIAN anymore than the Christian CONservatives who attended public lynchings of blacks often held as public spectacles on Sunday after Church URL	NOT		
16286	 is behind this She is eating up profits They must have their hb	NOT		
91525	 Antifa calling out nazis is the pot calling kettle black	NOT		
69391	 He has hit HR the past two years He had it figured out but never got the playing time in STL I heard from his supporters on here that is a notorious slow starter He is going to be the starting CF next season	NOT		
80585	 People are tired of the virtue signaling from wealthy liberals who never and never will know the struggles of the average American	NOT		
81332	 I think the FBI should do the original interview They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left Put her under oath and attempt to get the truth She will be protected by liberals in congress	NOT		
70266	 Something dont seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap URL	OFF	TIN	OTH
36623	Conservatives and Twitteroxymoron URL	NOT		
30123	 If he is lucky	NOT		
93071	 He is BAFOONICUS 	OFF	TIN	IND
91923	 Like how the NRA is biased against gun control 	NOT		
59625	 Never going to happen Not in a million years Not unless Soros hires a bunch of Antifa punks to pretend to be vets	OFF	TIN	IND
24758	 Jose Ramirez because he is doing it all stealing hitting for average hitting Homers doubles and playing good defense and definitely Blake Snell for Cy Young just look at his numbers hes like the Jacob DeGrom of the AL	OFF	UNT	
14998	 She is way beyond stunning give the word stunning a whole new meaning  Q QAnon MAGA QArmy WWGWGA	NOT		
76213	 Im not liking the direction he is going in He needs to make happy couples and have happiness in their lives	NOT		
30815	 Good morning You are welcome	NOT		
47706	 Who in the hell does she think she is Acussed doesnt mean guilty A women accused a man That man JudgeKavanaugh has a voice and has a right to clear his name She needs to ZipIt	OFF	TIN	GRP
64455	 The liberals	NOT		
13288	 No you moved the goalposts from libs  a group that includes BLM which actually has burned down neighborhoods  to Antifa specifically which has only merely attempted to And if you cant point to conservative groups burning down neighborhoods like BLM has or attempting 	NOT		
16743	 Today Collins is back with another excuse to vote yes Its all disgusting Every GOP rep can see what he is They wont stop working against the common man 	OFF	TIN	IND
51013	 Good luck with that	NOT		
32810	 Good shit	OFF	UNT	
80728	 Anyone else think she is a lying opportunist Yeahmetoo	OFF	TIN	IND
45184	 These you are too young responses are condescending af Personally I have no issue wwire coat hangers being used to protest bc god forbid women dont have access to safe abortion some may try any method to attempt a terminationesp teen girls	NOT		
87507	 SHE DIDNT SPEAK PARIS OMG I CANT BREATHE	NOT		
25519	 Bullshit People died because of an incompetent government in Puerto Rico And you can start with that mayor Stop lying Gutierrez	OFF	TIN	IND
34409	 CHRISTINE FORD IS now saying she is not  Percent sure it was Kavanaugh You better know for sure Dont waste the American peoples time if you are not sure of your charges Th Senate committee will ask you very probing questions you need to answer	NOT		
84485	 Are there no news about Trudeau and our govt you can cover OhI forget that u r a propaganda machine for the left n d Liberals	NOT		
45400	 is really THAT bitch wow	OFF	TIN	IND
32699	 OMG She is perfect	NOT		
91189	 agreed fuck that guy	NOT		
15462	 Political Corruption Texans Among liberals and conservs Rs and Ds large majorities favor limits on campaign spending and say the high cost of campaigning discourages many good candidates from running for president BetoforSenate URL	NOT		
94412	 Shes not trying to be a better person she is just trying to save herself from all the horrible things she did	NOT		
10825	 I dimly remember an Econ theory that might apply to Chicago What was it Guns and butthurt	OFF	TIN	IND
98407	 Whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy	OFF	TIN	GRP
45890	 I know this is most likely a fake profile set up  get conservatives unhinged so this nut can report them Just had  get that off my chest	NOT		
61621	 America is being destroyed by our President he is a cancer to democracy That is what is sad	OFF	TIN	IND
35689	 What wrong in criticising Muslims seeing as they do it the British people and get away with while we brits get labelled racist and fascism blame it on the liberals for letting it happen	NOT		
50493	 Your right nd amendment allows liberals to have guns as well 	NOT		
21048	 Right Punish the GOP because of two cucks Thats the ticket to getting more conservatives out there	NOT		
64667	 Alex this is so fuckin beautiful	NOT		
35109	 Im sure shes worried Give me a break Dana is doing a job You know where u make a living and pay for your own Healthcare etc You dirt bags that dont even shower crying about gun control should try it	OFF	TIN	IND
75876	 Billy bargain 	OFF	TIN	IND
95224	  The death threats thing is disgusting The party of family values says ANTIFA are so dangerous or any resistance group Has Kavanaugh and family had death threats Inquiring minds want to know	OFF	TIN	GRP
59615	 I know she is very good friends with Siobhan and the two CLPs help each other a lot I imagine It would seem she has upset a lot of people in her constituency	NOT		
75208	 The st word Rian Johnson used is regret and he asked about fear So Rian Johnson must have thought of these  emotions for Ben  I conclude that Ben regrets that Rey didnt accept his offre and fears to be alone and that she doesnt love him as he does Reylo	NOT		
29213	 Hi Amyyour book is on my read listthanks for speaking out Hope you are doing well	NOT		
59158	 My pleasure Thank you for following back  CCOT MAGA WalkAway VoteDemsOut TrumpsArmy	NOT		
85454	 WE THE PEOPLE WILL DEFEAT YOU  MAGA MSAGA MakeSouthAfricaGreatAgain URL URL	NOT		
60096	 Bit of a celebrity my Ass	OFF	UNT	
83409	 Even Antifa are mocking him now 	NOT		
36143	 Everyone is at home taking a knee to the NFL	NOT		
57827	 If Isaac is  now how fucking tall is that guy behind you my dude	OFF	TIN	IND
27937	british politics on brexit and in general start to look like one gigantic benny hill episode may BorisJohnson brexiteers corbyn chequers conservatives all my sympathies to fbpe PeoplesVote	NOT		
27295	 Kamala Harris speaks to those she disagrees with in a condescending fashion that I find gutter like I want to snatch her bald headed routinely She is so full of herself and is very unbecoming 	NOT		
65856	 So Im not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy	OFF	TIN	GRP
82433	 Prime example of why the Walk Away movement was born Democrats are nothing but sleezy liars All decent people that were Democrats will not stand behind tactics like ANTIFA and destroying peoples lives for political reasons I was a Democrat for  years and I walked away	NOT		
84699	 You like players based on where they line up on offense Of course we used him as a returner and receiver der thats what he is and yes indeed he lined up at RB Im glad that made you a fan of his Im sorry you expect everyone who responds to you to agree	NOT		
91284	 BCashhhhhhhhhhconnectttt	NOT		
28831	 poor triggered snowflake MAGA	OFF	TIN	IND
40282	 He is one crazy person	OFF	TIN	IND
72396	 Amen He is	NOT		
36560	 He represents the same  all other conservatives represent	NOT		
16942	  writes this vile garbage then she points to the comments and goes on talking about those mean Liberals were picking on me They always play the victim card after they bully someone Hannity does this a LOT	NOT		
13896	 We need Gun Control Now We have had too many mass shootings in this country Thank you President Clinton for leading the way in this Its great to have real leadership	NOT		
13481	 Besides the Liberals	NOT		
39042	ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr Topbuzz URL	NOT		
99334	 This is stalker level crazy I havent read anything she has posted where she is claiming to be the person in the avi She did however tell you who was in the avi Also your amp tag is the name of a woman whos been dead since  URL	NOT		
98387	 Conservatives the trailer trash party of Canada	OFF	TIN	GRP
65719	 Exactly From what he is describing it is like two steps forward and three steps back	NOT		
15994	 LPFirstTime HE is comingggg	NOT		
94688	 Its ashame that REPUBLICAN PARTY DONT do anything about gun control after all these people have been killed for no reason its ashame that REPUBLICAN PARTY DONT do anything about cop killing the REPUBLICANS are trying to distract AMERICA	OFF	TIN	OTH
51627	 Lol I shit you not this was it for most of that year I literally do not have the patience to sit and play game na URL	NOT		
84493	 Kwasia does ur Shatta Wale even have a career to start with  Idiothis reign album hype seff Dey zero  As if he is not about to release an album  hype no yh vim zero	OFF	TIN	IND
50725	 Words cannot express just how valid you are	NOT		
14486	 You are a fool Denying ones free speech is deny all of our free speech	OFF	TIN	IND
