test_case	id	source	language	text	task1	task2
EXIST2021	3506	twitter	es	Le pido el mundo que preste mucha atención existen Houston esclavitud a la prostitución robó y mujeres y hombres deben de pagar una cuota diaria para poder vivir el jefe de estado en Houston se llama Daniel Crespo o Daniel  de la ciudad de Manzanillo en Cuba granma	non-sexist	non-sexist
EXIST2021	3507	twitter	es	 q puta ahora tengo miedo	non-sexist	non-sexist
EXIST2021	3508	twitter	es	que bronca me da cuando netflix te pregunta ayññ seguis ahi y si mogolico donde poronga me voy a ir me haces sentir una gorda de mierda que no se levanta del sillon para nada igual eso es lo que soy pero tampoco para que me lo recuerdes viste	non-sexist	non-sexist
EXIST2021	3509	twitter	es	 Rubia tonta a full 	sexist	stereotyping-dominance
EXIST2021	3510	twitter	es	   Anda muy rebelde tú mujer Tumba	sexist	stereotyping-dominance
EXIST2021	3511	twitter	es	Están los medios q azuzan el odio y piden represión contra los q piden ViviendaSiRepresionNo y está  junto a GuernicaDePie En la vida hay que elegir Y nosotros elegimos junto al pueblo trabajador las valientes mujeres y las pibas y pibes que luchan x lo suyo 	non-sexist	non-sexist
EXIST2021	3512	twitter	es	Rebelde La niña ya es mujer verdadesocultas	non-sexist	non-sexist
EXIST2021	3513	twitter	es	 El mayor insulto agravio o amenazas es el nuevo KKK que pretende asesinar niños y mujeres por aborto llamado feminismoAbortoLegal 	sexist	ideological-inequality
EXIST2021	3514	twitter	es	 Me parece vergonzoso y además tirando de victimismo Apoyar a la poesía o a autores minoritarios no te exime de cumplir contratos	non-sexist	non-sexist
EXIST2021	3515	twitter	es	 Voy por mi cumpleaños  y apoyo decididamente que cada mujer sea libre para decidir sobre su cuerpo QueSeaLey	non-sexist	non-sexist
EXIST2021	3516	twitter	es	Hoy visitamos la  en el marco del Día Internacional de las Personas con Discapacidad Junto a su comisión directiva  y  dialogamos sobre el trabajo por delante en materia de políticas públicas para mujeres y LGBTI con discapacidad 	non-sexist	non-sexist
EXIST2021	3517	twitter	es	EducaciónInclusiva  Todos tenemos características diferentes juntos construyamos un mundo con igualdad de derechos Desde  generamos aprendizajes significativos mediante la convivencia armónica entre todos los miembros de la comunidad educativa SembramosFuturo 	non-sexist	non-sexist
EXIST2021	3518	twitter	es	 Hola protege tus derechos enviando una queja al operador te brindarán un CUN y deben responderte máximo en  días hábiles si no estás de acuerdo con la gestión entra a SIC Facilita  alternativa ágil de respuesta al ciudadano feliz tarde	non-sexist	non-sexist
EXIST2021	3519	twitter	es	La UAC no tolerará conductas inapropiadas como el acoso y hostigamiento sexual asegura el rector José Román Ruiz Carrillo al presidir la presentación del Diagnóstico de Acoso y Hostigamiento Sexual en estudiantes de la Máxima Casa de Estudios  	non-sexist	non-sexist
EXIST2021	3520	twitter	es	Algun dia dejaras de doler tanto mes de diciembre Solo soy una coraza de hierro para aguantar tus dias y mis lagrimas amenazan con asomar y mi mirada se pierde en tu recuerdo padre de mi alma	non-sexist	non-sexist
EXIST2021	3521	twitter	es	Era incomodo ser mirado por mujer con esa misma mirada en medio de tantas mujeres y estar siendo modelo para estar usando ropas y cumpliendo trabajo Ella en su mente dijo Es igualito a su padre en el porte y la elegancia 	non-sexist	non-sexist
EXIST2021	3522	twitter	es	Fregar a las  de la noche es una personalidad y es la mía Para luego volver a fregar a las  de la mañana si	non-sexist	non-sexist
EXIST2021	3523	twitter	es	Hoy en el DíaInternacionalDiscapacidad recordemos que asambleistas y personajes del gobierno luego de engañar al estado junto a la  y  cómplices en violar más derechos a los ciudadanos 	non-sexist	non-sexist
EXIST2021	3524	twitter	es	Feministas Morelianas Exigen Al Congreso Legalización del AbortoLas feministas pasaron al rededor de  horas a fuera de las instalaciones del Congreso hasta que las dejaron entrar Toda la info  	non-sexist	non-sexist
EXIST2021	3525	twitter	es	Tengo que trabajar sabado lunes y martes  Esto merece que MÍNIMO me ponga en blanco el hdrmp	non-sexist	non-sexist
EXIST2021	3526	twitter	es	siento q me caen todos para el culo pero hay q disimular	non-sexist	non-sexist
EXIST2021	3527	twitter	es	  La puta madre melo estaba buscando este hilo lara etiquetarte y acabo de desistir porq lo habia perdido 	non-sexist	non-sexist
EXIST2021	3528	twitter	es	mi mamá es una amante de gatos reprimida Prove me wrong	non-sexist	non-sexist
EXIST2021	3529	twitter	es	Y se armo la fiesta a golpes LaManada en pleno por la honra de Rosario LaHijaDelMariachi 	non-sexist	non-sexist
EXIST2021	3530	twitter	es	 Tranquilo en su palacio el sabe no está entre los  millones de ciudadanos hombres mujeres niños ancianos que quieren ASESINAR	non-sexist	non-sexist
EXIST2021	3531	twitter	es	 Tú también reías cuando tu amo decía que iba a azotar hasta sangrar a una mujer  tú también azotas a las mujeres	sexist	misogyny-non-sexual-violence
EXIST2021	3532	twitter	es	la reconstrucción de personajes masculinos a femeninos Spider Woman Capitana Marvel Supergirl apoya y cimenta la idea de que ciertas mujeres no pueden ser exitosas debido a ser mujeres y necesitan de hombres para construir su personalidad y su éxito	sexist	stereotyping-dominance
EXIST2021	3533	twitter	es	Miranda Cosgrove paso de ser una perra mala a una mojigata aljsdalkjdsd 	sexist	misogyny-non-sexual-violence
EXIST2021	3534	twitter	es	La mayoría de las veces juzgamos a los hombres y mujeres que viven una relación tóxica en la que frecuentemente hay agresiones y malos tratosHoy te invitamos a no señalar y a ser empático solo así podrás ayudarle a esa persona a reescribir su historia   YoDigoNoMas 	non-sexist	non-sexist
EXIST2021	3535	twitter	es	DE MÉXICO PARA EL MUNDO RESPETO YoSiTeCreo 	non-sexist	non-sexist
EXIST2021	3536	twitter	es	 Fue muy triste  lo recuerdo Hay hombres q no quieren a las mujeres no entiendo por qué de casan este era de otra época en la actual deberían pensarlo antes de casarseA la mujeres un consejo los príncipes azules no existen  cuidado con los q conocen	non-sexist	non-sexist
EXIST2021	3537	twitter	es	 Siguen fieles a su concepción estrecha eso si	non-sexist	non-sexist
EXIST2021	3538	twitter	es	Te quiero follar hasta romperte las piernas Eres una niña mala una niña mala Te gusta eso Sí te encanta Maldita puta ofrecida Vamos gímeme sigue gimiendo No te detengas pequeña zorra ofrecida Te gusta esto Sí te fascina te excita mh rugirle	sexist	sexual-violence
EXIST2021	3539	twitter	es	 Nooo las mujeres que te gustan son del estilo de la amante de tu papá esa mujer que hablaba de la infección vaginal que le pego tu papá COMO SE LLAMA ALGUIEN SABE	sexist	misogyny-non-sexual-violence
EXIST2021	3540	twitter	es	 la polla me menciona todo el mundo en esto jajajajajajaaj	non-sexist	non-sexist
EXIST2021	3541	twitter	es	Gracias por la valentía de exponerte después de las cosas que se dijeron con respecto a las mujeres que deciden abortarQue todo sirva para entender que el aborto existe el debate es legal o clandestinoQueSeaLey  Te abrazo  	non-sexist	non-sexist
EXIST2021	3542	twitter	es	Estaré embarazada o por qué tendré tantas ganas de tener una plaza en el ISSSTE	non-sexist	non-sexist
EXIST2021	3543	twitter	es	Delinquir es violar la ley sencillo una pena que algo tan básico esté lejos de tu alcance 	non-sexist	non-sexist
EXIST2021	3544	twitter	es	   Que fea prensa y la gente lo tiene como semidiós Nunca voy a olvidar la carátula de su semanario donde veía  los cuerpos ataúdes de los primeros muertos del coronavirus como la prensa chicha que él tanto se quejaba	non-sexist	non-sexist
EXIST2021	3545	twitter	es	 No entiendo la necesidad o el afán de decirle a la gente si está gorda o flaca como si eso les afectara o que	non-sexist	non-sexist
EXIST2021	3546	twitter	es	 Esto solo aclara que como digna hija de Leopoldo ya era lugerita de chica	non-sexist	non-sexist
EXIST2021	3547	twitter	es	  Jesús Vázquez  tú eres noble y dices lo que tú corazón siente Pantoja se merece esas palabras	non-sexist	non-sexist
EXIST2021	3548	twitter	es	 Esta muerto de miedo como tu club que en un campo de juego fue vergonzoso y bien merecido el descenso ahora es de hombre asumirlo y no estar de llorón con algunos periodistas para meter presión para que se mantengan son tan impresentable como Lozano	non-sexist	non-sexist
EXIST2021	3549	twitter	es	Si hoy no llevas corsé puede que sea gracias a   ella y si eres mujer y has estudiado en universidad española en parte tambiénMujeresInvisiblesPioneras  Dolors Aleu la ginecóloga rebelde contra la opresión del corsé  vía 	non-sexist	non-sexist
EXIST2021	3550	twitter	es	Esta GENERACIÓN LAGARTONA CONSERVADORA ya no debe tener espacio en el pais Ya pasaron más de  anös y siguen con pensamientos cojudos retrógrados y explotadores del régimen laboral Terminemos el  con la GeneraciónASILO y enviémoslos a su casa for good 	non-sexist	non-sexist
EXIST2021	3551	twitter	es	 Respeto a la vida a la dignidad del hombre incluido la mujer y libre desempeño de la personalidad Eso es el chavismo para mi Creo que el socialismo es solo una doctrina de organización social basados en principios científicos y morales con fines de convivencia armonica	non-sexist	non-sexist
EXIST2021	3552	twitter	es	  Qué es majors Conozco majorettes Por qué vas a criticar majorettes metoo	non-sexist	non-sexist
EXIST2021	3553	twitter	es	 Las mujeres sordas con baja audición no verbales o sordociegas víctimas de maltrato pueden llamar al  con  SVisual ALBA Telesor ATENPRO y la app PorMí Al  con la app Accesible Al  y  con SVIsual y app AlertCops ViolenciaMachista Accesibilidad	non-sexist	non-sexist
EXIST2021	3554	twitter	es	DEJO QUE SU MUJER SE FUERA TODO EL FIN DE SEMANA A FOLLAR CON SU EX 	sexist	sexual-violence
EXIST2021	3555	twitter	es	 Díselo a tu marido que además de soñar con azotar mujeres le gustaba mucho Maradona	sexist	misogyny-non-sexual-violence
EXIST2021	3556	twitter	es	 Que onda con estas Fakeministas por esto ahora van a querer ir a pintar destruir y a golpear a las policías Porfavor no nos discrimine porque no todos los hombres somos iguales	sexist	ideological-inequality
EXIST2021	3557	twitter	es	  Yo no tengo estudio pero si leo A los hombres creo que es  a todos los si no es así alguien que me explique la diferencia por favor	non-sexist	non-sexist
EXIST2021	3558	twitter	es	ElJuegoDeChileEnTVN  Ahora comienza Despistados cuando la competencia continúa muy estrecha  Sigue la señal en vivo  	non-sexist	non-sexist
EXIST2021	3559	twitter	es	 Creo que para evitar estas cosas hombres y mujeres deberían pasar pruebas de reducciones ante personas violentas y ella que no las pase prohibido patrullar en la calle sin másPorque esto puede salir así o puede ser que al compañero incluso le cosan a puñaladas o algo peor	non-sexist	non-sexist
EXIST2021	3560	twitter	es	Soy una guarra	non-sexist	non-sexist
EXIST2021	3561	twitter	es	Como culé estoy hasta la polla de leer comentarios así de llorones Defender el estilo Barça no significa tener que atacar a todos los equipos que defienden significa querer que el Barça obligue a todos a jugar así para frenarlo El  nos lo metieron poniendo el autobús 	non-sexist	non-sexist
EXIST2021	3562	twitter	es	ChaoFrenteAmplio y de paso chao partido comunista  son la escoria del mundo 	non-sexist	non-sexist
EXIST2021	3563	twitter	es	 Amigo está buenísima tu mujer Me encantó Que buen par de tetas Simplemente perfecta	sexist	objectification
EXIST2021	3564	twitter	es	Cleo no se podía perder el SUMMERWITHCHARMIST así que como la buena fan que es de estas chicas se fue con su botecito de frutas y su cartelito de SummerWithKyoka que lleva en la carterita Mucha suerte preciosas CHARMISTAKESUMMER 	non-sexist	non-sexist
EXIST2021	3565	twitter	es	 Te chupo el culo asta que pidas a gritos que te la ponga así miramos a tu marido como se pajea	sexist	sexual-violence
EXIST2021	3566	twitter	es	  Jajajaja das risa Estaría padre que salieras del clóset igual y así se te quita la ira Tú homosexualidad reprimida aunado a tu IQ lamentable se evidencia en tu coraje Ojalá encuentres un hombre que te haga feliz	sexist	misogyny-non-sexual-violence
EXIST2021	3567	twitter	es	La capacidad el valor y el compromiso social de esta extraordinaria mujer no está en duda  Que orgulloso me hace sentir como dominicano Dios la bendiga y la libre de todo mal 	non-sexist	non-sexist
EXIST2021	3568	twitter	es	ESPECIAL Patrimonio del cine colombiano  de MARÍA CANO  Se nos muestra como una revolucionaria inconforme con el orden y la injusticia social pero más allá de ser una agitadora política fue una mujer culta carismática y rebeldeSociedad Margarita Colombia 	non-sexist	non-sexist
EXIST2021	3569	twitter	es	Lo que es indignante es que una frígida como tú se lo lleve doblado y los autónomos nos morimos de hambre  	sexist	misogyny-non-sexual-violence
EXIST2021	3570	twitter	es	   Tu sabes contar hasta  fueron los terroristas que intentaron asesinar a  MUJERES y a sus novios Guardia civiles en Alsasua   	non-sexist	non-sexist
EXIST2021	3571	twitter	es	   Lo mismo pasa cuando la gran mayoría de mercantilistas mal llamados empresarios usan la palabra sostenibilidad Lo mismo con tantos otros conceptos por ejemplo lean management agile scrum innovación disrupción empoderamiento y un largo etcétera	non-sexist	non-sexist
EXIST2021	3572	twitter	es	Venezuela  Chantajean con el pernil que nunca han entregado a sus seguidores Hay que ser escoria para hacerlo y para aceptar	non-sexist	non-sexist
EXIST2021	3573	twitter	es	mi madre tiene que estar hasta la polla de que le enseña fotos de córdoba	non-sexist	non-sexist
EXIST2021	3574	twitter	es	Chicas estamos en la casa de  fumando Marihuana en directo 	non-sexist	non-sexist
EXIST2021	3575	twitter	es	Grandísimos hijos de puta Seguro que ni multa les ponen Esa vaina es bien ilegal Le pudieron haber quemado una cortina a alguien Y obvio además el trauma a las mascotas alrededor  	non-sexist	non-sexist
EXIST2021	3576	twitter	es	Puta que pariu hein Green Bay Packers	non-sexist	non-sexist
EXIST2021	3577	twitter	es	El hembrismo está fuerte 	sexist	ideological-inequality
EXIST2021	3578	twitter	es	 animo polo honestamente mejor has una cuenta nueva FB te va a traer como raton loco y no te va a solucionar nada avisa aca en tw para seguirte FB esta muy nenaza con la censura	non-sexist	non-sexist
EXIST2021	3579	twitter	es	 Soy roja pero su fuera buen capitán cuidaría a sus elementos ahí está entonces cuál es el problema si siente muy seguro porque se enoja egoísta y si se fracturó el equipo que se retire el y su mujer sumisa porque todo fue democrático fuerapato	sexist	stereotyping-dominance
EXIST2021	3580	twitter	es	Acabo de ver las ilustraciones que tienen indignada a mucha genteMe parece que están jodiendo por joder que en ocasiones el man ilustra cosas que le dicen otras mujeres y ustedes no saben leer y creen que se lo inventó todo él	non-sexist	non-sexist
EXIST2021	3581	twitter	es	 Están todos los días en la TV Tienen mucho tirón mediáticoRealmente juegan en desventajao es victimismo	non-sexist	non-sexist
EXIST2021	3582	twitter	es	 Si pidió opiniones y tu opinaste no es mansplaining Si no le gustó tu opinión podía debatir no buscar incendiar	non-sexist	non-sexist
EXIST2021	3583	twitter	es	 lleve mi dona a la sucursal y las señoritas igual de ofendidas por la promoción de  pesos una dona y no me pueden hacer la devolución y dejé abandonada la dona más cara que han vendido	non-sexist	non-sexist
EXIST2021	3584	twitter	es	 Eso es manspreading no	non-sexist	non-sexist
EXIST2021	3585	twitter	es	  Y a azotar a mujeres hasta que sangren	sexist	misogyny-non-sexual-violence
EXIST2021	3586	twitter	es	Notallmen me siento mal de no haber podido satisfacerteYo Wey No te des tanta importancia se necesita muchísimo más que tú pito para que yo esté SATISTECHA Lunes FelizInicioDeSemana	sexist	stereotyping-dominance
EXIST2021	3587	twitter	es	MENSAJE DE EMPODERAMIENTO Y ACCION HOY CON LEGENDARIO ALEXIS ADAME DIC   vía 	non-sexist	non-sexist
EXIST2021	3588	twitter	es	El ser humano remplazó la religión con la políticaYa no cree en Dios pero se deja sodomizar de politiqueros ansiosos de poder	non-sexist	non-sexist
EXIST2021	3589	twitter	es	 buen dia como estas me pareces una doncella digna de cuento de hadas y querria hacerte una propuesta indecente invitarte a mi humilde hogar en el horario que mejor se acomode a ti saludos cordiales bella damisela que ganas de comerte la concha puta	sexist	sexual-violence
EXIST2021	3590	twitter	es	  Y ahí estaba justo lo que quería escuchar cada una de esas palabras como conseguía comprenderle tan bien sin necesidad de ponerlo todo patas arriba como siempre le pasaba Se notaba a millas cuando un hombre ha sido curtido por el tiempo la madurez y la sensatez 	non-sexist	non-sexist
EXIST2021	3591	twitter	es	 No mezclen un equipo Cona escoria de morena también	non-sexist	non-sexist
EXIST2021	3592	twitter	es	Así Claudio Fermín gane como fraudediputado en su finitud será un perdedor y está dentro de los políticos menos dignos Lo malo para Venezuela es que la carrera de los políticos termina con su muerte y hasta sus últimos días pueden fregar a los ciudadanos	non-sexist	non-sexist
EXIST2021	3593	twitter	es	Parte de la idiosincrasia es pensar que todas las mujeres son unas santas que cuando hacen algo mal fue por la culpa de un hombre o fue orillada a realizarlo Cinismo	sexist	stereotyping-dominance
EXIST2021	3594	twitter	es	Niño deja a mi perro dormir	non-sexist	non-sexist
EXIST2021	3595	twitter	es	Esteban Echeverría un asesino al volante atropelló a una mujer que circulaba en bicicleta El conductor escapó sin asistirla Iris esta viva de milagroNOTICIAS  MINUTO Radio   LAGENTESIEMPRE  	non-sexist	non-sexist
EXIST2021	3596	twitter	es	   MeToo  pero nos van a hacer alcoholicos 	non-sexist	non-sexist
EXIST2021	3597	twitter	es	 Creo que algún abogado de Derechos Humanos debe interponer una demanda por el daño que puede causar su video a las jóvenes y mujeres de este país y del mundo por difundir un video dañino a la salud pública mundial 	non-sexist	non-sexist
EXIST2021	3598	twitter	es	 La perspectiva d la salud es importante pero también hay que saber que hay que cogerla con pinzas por años de androcentrismo No dejarla de aplicar sino cambiarla donde no hace ningún bien  comparto artículo que reflexiona sobre esta falta en p de salud	non-sexist	non-sexist
EXIST2021	3599	twitter	es	   Pero esto no tiene correlacion con el plazo fijo uva Si es verdad esta reprimida la inflacion el UVA te refleja la inflacion actual cuando la inflacion deje de estar reprimida y se dispare se va a ver reflejado en el indice UVA	non-sexist	non-sexist
EXIST2021	3600	twitter	es	Esa jovencita tiene tanto que enseñarme Mas que a mi edad he sido muy reprimida Debo soltarme más a los verdaderos placeres de la vida 	non-sexist	non-sexist
EXIST2021	3601	twitter	es	  De quiénes hablasHice un tuit hacia una persona públicaTe metistes en medio con el único argumento para defenderla de el insulto hacia míY ahora hablas de conspiracionesSoy una mujer libre que expreso mi opinión y punto	non-sexist	non-sexist
EXIST2021	3602	twitter	es	Bon diaSomhi aamb lendevinalla adivinanza númBien d marfilbien d goma ymuchas veces d astaxa embellecer sirvoa mujeres y hombresTengo dientes sin tener boca ytrabajo en un laberintoQuè ésNormes 	non-sexist	non-sexist
EXIST2021	3603	twitter	es	   Señora vaya a fregar la loza que ud no tiene nada que hacer aquí como si lucrarse de todo esto fuera más grave que lo que usted y su hija han estado haciendo contra Dalas y Javi yo es que me descojono	sexist	stereotyping-dominance
EXIST2021	3604	twitter	es	 Mujer al Volante	sexist	stereotyping-dominance
EXIST2021	3605	twitter	es	     Para el  decirle a mujeres drogdict que  una vende su cuerpo insinuando prstitut y la otra de feminazi ese es batalla cultural  pero cuando una feminista real ataca con una noticia falsa a Javi esa hay que apoyarla La hipotenusa	sexist	ideological-inequality
EXIST2021	3606	twitter	es	va a hablar sobre persona invitada tipo la sorpresa perdon no se como traducirlo a español jaksjak ahora hablo de mark y mark dijo que estaba en el sotano jkasjks dijo que michael es su mejor amigo y se rio y ahora le esta diciendo que diga una parte de señorita de camila para	non-sexist	non-sexist
EXIST2021	3607	twitter	es	Las arbitras tienen que ser una gordas culias feas para que las feministas se sientan representadas jajaj	sexist	objectification
EXIST2021	3608	twitter	es	Yo cada día alucino más con que alguien no valore lo que tiene al ladoRosalinda es una persona lindísimatanto por fueraq se ve a la legua como por dentro y el pto inútil de la garrapata con pelusilla lleva DIEZ AÑOS sin saber cómo valorar y empoderar a esta pedazo de mujer	non-sexist	non-sexist
EXIST2021	3609	twitter	es	LoÚltimo  Comisionado Mauricio Arriaza Chicas ha presentado su renuncia al cargo de viceministro Ad Honorem de  a la  anuncia abogado defensor Nahum Martínez 	non-sexist	non-sexist
EXIST2021	3610	twitter	es	 Esa asamblea se lo merece	non-sexist	non-sexist
EXIST2021	3611	twitter	es	  exacto yo como feminista que soy y que he aprendido de varias mujeres en mi vida que me han ayudado a ejercer el tema con inteligencia comparto mi opinión y creeme que con el paso del tiempo la definición del feminismo se ha ido distorsionando o incluso creando ramas de esta	non-sexist	non-sexist
EXIST2021	3612	twitter	es	ENRUMBAO EN LA CASA COMO EN DISCOTECA QUÉ CHOCHA CULO TETAS	sexist	misogyny-non-sexual-violence
EXIST2021	3613	twitter	es	Sin paños tibios por ser mujer	non-sexist	non-sexist
EXIST2021	3614	twitter	es	 rebelde español soda stereo mujer fuerte e decidida	non-sexist	non-sexist
EXIST2021	3615	twitter	es	me sentía tan afortunada hace unos meses porque creía que tenía a un hombre que me aceptaba tal y como soy que me vio en mi mejor y peor momento y aún así decidió quedarse pero bien dicen que jamás terminamos de conocer a las personas Es obvio hoy ya no está en mi vida	non-sexist	non-sexist
EXIST2021	3616	twitter	es	No es no y no es diversión aprovecharse de la persona cuando la otra no quiere si uno no quiere no se le puede imponer a que lo haga lamanada usostic	non-sexist	non-sexist
EXIST2021	3617	twitter	es	Si algún transfobo o terf está leyendo esto les pido por favor que paren el daño que hacen es tremendo joderYa dejennos en paz no entiendo tanto odio hacia Nosotres las personas trans siempre hemos apoyado al feminismo a las mujeresSe están equivocando mal	non-sexist	non-sexist
EXIST2021	3618	twitter	es	A mí me interesa más la declaración fiscal de ETA como la de aquellas cartas chantajeando y extorsionando a empresarios para comprar armas con las que asesinar a hombres mujeres y niños 	non-sexist	non-sexist
EXIST2021	3619	twitter	es	 El   de la población masculina en Japón se consideran hombres herbívoros que es un fenómeno de rechazo al matrimonio o al noviazgoMuy parecido a la filosofía MGTOW Ahora es que vienen a darse cuenta de las consecuencias del ginocentrismo	non-sexist	non-sexist
EXIST2021	3620	twitter	es	 Yo siempre tengo ganas de follar a una mujer como tu	sexist	sexual-violence
EXIST2021	3621	twitter	es	 Rubia por lo tonta bueno noNo sabía debo chequear más tus historias de ig 	sexist	stereotyping-dominance
EXIST2021	3622	twitter	es	 Y si encima tenemos un intendente que no puede defender la ciudad ni gestionarla peor va a ser el verano de la provincia no quiere Pensar que lo votaron   para que esté en el diálogo de la mesa chica Un fiasco	non-sexist	non-sexist
EXIST2021	3623	twitter	es	 Intelecto porque al ser raza cósmica saben que no los van poder explotar Pero ustedes al ser ricos su se pueden mezclar comprando a las mujeres más bellas e inteligentes del mundo	non-sexist	non-sexist
EXIST2021	3624	twitter	es	 Es verdadella llegó un momento en el que ella se harto de que la quisieran solo como la rubia tontaeso a las élites Yanquis no les gustó y hicieron lo que siempre han hecho ante cualquier rebeldía	sexist	stereotyping-dominance
EXIST2021	3625	twitter	es	 Asi es patitos Y si ponemos ese ejemplo se necesita de una fuerza que lo lancé tal vez la fuerza del aire de la naturaleza que la hace caer o la fuerza de un hombre que la avienta De hecho avienta jejej como muy natural Es correcta tu frase bro saludos y más éxitos 	non-sexist	non-sexist
EXIST2021	3626	twitter	es	   Desafortunadamente el Internet y la telefonía celular no tiene suficiente cobertura en todo el paísComo he dicho antes En Colombia hay una estrecha banda ancha	non-sexist	non-sexist
EXIST2021	3627	twitter	es	 Violar el debido proceso coadyuva  a liberar a crimínales no entienden que NO se defiende secuestros se defiende que el tal Vallarta lleva  años sin sentencia y todo derivado de un montaje dado como cierto en tiempo real por Loret y el hoy preso GarciaLuna	non-sexist	non-sexist
EXIST2021	3628	twitter	es	 Siempre el desamor va de la mano con un buen licor Que vivan las mujeres que viva el amor pero mientras me toca a la puerta me tomo otro alcoholhay algo mejor	non-sexist	non-sexist
EXIST2021	3629	twitter	es	siempre pienso que estoy embarazada pero en realidad son mis quistes chingando	non-sexist	non-sexist
EXIST2021	3630	twitter	es	El corto Tótem Loba escrito y dirigido por  me ha parecido muy interesante con buenos momentos de tensión con una historia muy atractiva y con muchas posibilidades El final se me ha escapado un poco y me ha quedado con ganas de saber más aunque quizás sea mejor así 	non-sexist	non-sexist
EXIST2021	3631	twitter	es	En la contienda por la Gubernatura de  asesinaron físicamente a Armando Chavarría BarreraEn esta contienda pretenden matar civilmente a Félix Salgado MacedonioEl arma estratégica es la acusación de una violaciónY la puesta en escena de ese feminismo prianista	sexist	ideological-inequality
EXIST2021	3632	twitter	es	 X eso digo yo aborto legal y seguro si Gratuito no Una cosa es en casos extremos de violacion otra cosa es una decisión propia	non-sexist	non-sexist
EXIST2021	3633	twitter	es	Mientras la gente pasaba hambre Bancolombia gano en los primeros  meses de este año  mas parte de  mil millones que le regalo Duque a los Bancos en Colombia hay mucha plata pero tambien hay mucha escoria robandosela toda 	non-sexist	non-sexist
EXIST2021	3634	twitter	es	 Una vez una amiga me dijo que estaba haciendo Orinoterapia para quedar embarazadaMe dio mucha impresión pero no le cuestioné nada	non-sexist	non-sexist
EXIST2021	3635	twitter	es	 La Ventana al Mundo Ventana de Campeones Centros comerciales y el centro hasta las tetas pero de eso no hablan porque a sus patrones no les conviene Parranda de hipocritas	non-sexist	non-sexist
EXIST2021	3636	twitter	es	Solicitamos su ayuda hay una madre desesperada a quien a base de engaños le arrancaron a su hijo justiciaparaElenayDani MeToo feminismo feminista DerechosHumanos FGR Hidalgo NoticieroHechos    Mexico ViolenciaMachista	non-sexist	non-sexist
EXIST2021	3637	twitter	es	Lima Sin duda las mujeres hoy en día realizan diversas actividades y para ello les gusta lucir distintas y probar diferentes peinados o looks A menudo se planchan o rizan el cabello para darle un toque que realce su belleza natural También es muy comú  	non-sexist	non-sexist
EXIST2021	3638	twitter	es	Condenan a la mujer juzgada por el chumino rebelde por un delito contra los sentimientos religiosos 	non-sexist	non-sexist
EXIST2021	3639	twitter	es	 JAJAJAJAJAJAJAJAJAJAJAJA tranquilízate lagartona	sexist	misogyny-non-sexual-violence
EXIST2021	3640	twitter	es	La valentía de Ana Cristina Barragán es sobrecogedora Con lo que ha hecho y sobre todo con lo que ha dicho ha salvado vidasCuantas mujeres más habrían caído en manos de ese monstruo si ella no hablaba Mi admiración sin parpadeos Es mi heroína YoSiTeCreo	non-sexist	non-sexist
EXIST2021	3641	twitter	es	He subido una serie de historias a instagram maravillosas por cierto y varios hombres me han saltado con un NotAllMen Es por ello que para quien le interese recomiendo la lectura de este artículo  No apto para machistas sensibles	non-sexist	non-sexist
EXIST2021	3642	twitter	es	Las mujeres abortan lo he visto en mis pocos años como profesional de salud Llegan a quirófano para ser legradas es decir sacar los restos que quedaron en su útero Algunas en silencio profundo que sólo ellas deben entender otras a grito de dolor de semanas o incluso meses	non-sexist	non-sexist
EXIST2021	3643	twitter	es	 Más que error hubo complicidad Allí estaban todos metidos tratando de fregar a CAP y terminaron fregando a toda Vzla	non-sexist	non-sexist
EXIST2021	3644	twitter	es	   Te referirás a la revolución del  reprimida violentamente por el gobierno de derechas O te refieres a las elecciones de  que ganaron pese a los caciques que hacían trampas en su contra	non-sexist	non-sexist
EXIST2021	3645	twitter	es	 Quién te enseñó esa palabrita de ManginaLos MGTOW	non-sexist	non-sexist
EXIST2021	3646	twitter	es	El día de hoy concluimos las actividades que realizamos como parte del marco conmemorativo de los  días de activismo contra la violencia de géneroTe esperamos a las  hrs en el webinario Mujeres discapacidad y derechos Aquí te dejamos el enlace  	non-sexist	non-sexist
EXIST2021	3647	twitter	es	  Cómo está chica siga yendo a los platós dejo de ver los programas donde vayaMediaset no puede fomentar que se salten el confinamiento una niñata como ella y se ría de todos	non-sexist	non-sexist
EXIST2021	3648	twitter	es	últimamente he estado leyendo sobre feminismo y no es q sepa mucho pero me gusta informarme sobre estas cosas también quiero decir que desde hace tempo simpatizo con la teoría del radfem por avisar	non-sexist	non-sexist
EXIST2021	3649	twitter	es	    Interesante conversación hoy en las colas del hambreMamáaa Qué tenemos para comer hoyNo lo sé cariño Lo que nos den en el banco de alimentosCariño No me piropees machistaPero si eres mi hijaNo me califiques Déjame decidir si me siento hombre o mujer	sexist	ideological-inequality
EXIST2021	3650	twitter	es	                      Uno de Vox que dice que soy rubia y tonta	sexist	stereotyping-dominance
EXIST2021	3651	twitter	es	  Una lela zurda marimacho no puede estar donde está una mierda de de ser humano	sexist	misogyny-non-sexual-violence
